id_libro,titulo,descripcion,portada_url,stock,ISBN,id_editorial
49,La espejo de fuego,Un clasico recomendado para lectores de todas las edades. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00049.jpg,3,978-1-84168-784-1,33
50,Destino oscuro,Un clasico recomendado para lectores de todas las edades. La narracion se despliega entre distintos escenarios y epocas. Un viaje narrativo que combina emocion e intriga en cada capitulo.,https://covers.biblioteca.local/00050.jpg,3,978-0-16-558523-9,21
51,Corazon perdido,"Una trama envolvente que mezcla drama, misterio y superacion personal. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00051.jpg,1,978-0-00-257872-1,22
52,El Corazon tras reino,"Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00052.jpg,3,978-1-952694-95-0,29
53,Antiguo Puente,El autor construye un mundo lleno de detalles y matices inolvidables. Un texto imprescindible para comprender las tensiones de su tiempo. Una reflexion sobre la sociedad contemporanea contada con maestria.,https://covers.biblioteca.local/00053.jpg,1,978-1-70551-694-2,39
54,El Fuego tras laberinto,Una reflexion sobre la sociedad contemporanea contada con maestria. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00054.jpg,4,978-1-4993-0972-0,36
55,Espejo invisible,Una reflexion sobre la sociedad contemporanea contada con maestria. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00055.jpg,2,978-0-309-13075-2,38
56,Antiguo Espejo,"La obra explora temas de identidad, perdida y esperanza. Un clasico recomendado para lectores de todas las edades. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00056.jpg,5,978-0-636-89702-1,20
57,Fuego profundo,La narracion se despliega entre distintos escenarios y epocas. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00057.jpg,3,978-1-78652-785-1,34
58,El Fuego tras silencio,Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria. Los personajes enfrentan decisiones que cambiaran su destino para siempre.,https://covers.biblioteca.local/00058.jpg,5,978-1-9733-4843-6,12
59,Profundo Umbral,"Un viaje narrativo que combina emocion e intriga en cada capitulo. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00059.jpg,3,978-1-375-75844-4,10
60,El Espejo de corazon,La narracion se despliega entre distintos escenarios y epocas. Una reflexion sobre la sociedad contemporanea contada con maestria.,https://covers.biblioteca.local/00060.jpg,2,978-1-65240-415-6,40
61,Salvaje Castillo,"La obra explora temas de identidad, perdida y esperanza. Un clasico recomendado para lectores de todas las edades.",https://covers.biblioteca.local/00061.jpg,2,978-1-7338484-2-8,11
62,Camino infinito,"La narracion se despliega entre distintos escenarios y epocas. Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00062.jpg,5,978-0-308-33016-0,40
63,La destino del cielo,"Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00063.jpg,1,978-1-120-82677-0,13
64,La cronicas sin destino,Los personajes enfrentan decisiones que cambiaran su destino para siempre. El autor construye un mundo lleno de detalles y matices inolvidables. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00064.jpg,1,978-1-5401-9380-3,34
65,Reino roto,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00065.jpg,1,978-1-206-72400-6,31
66,La cielo de legado,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00066.jpg,1,978-0-547-88728-9,11
67,La destino sin castillo,"Un relato profundo sobre las relaciones humanas y el paso del tiempo. Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00067.jpg,4,978-1-315-27420-1,23
68,El Silencio de horizonte,Un viaje narrativo que combina emocion e intriga en cada capitulo. El autor construye un mundo lleno de detalles y matices inolvidables. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00068.jpg,3,978-1-932966-85-5,24
69,Ultimo Laberinto,Un texto imprescindible para comprender las tensiones de su tiempo. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00069.jpg,1,978-1-122-75304-3,22
70,Perdido Camino,"Una trama envolvente que mezcla drama, misterio y superacion personal. La obra explora temas de identidad, perdida y esperanza. Un texto imprescindible para comprender las tensiones de su tiempo.",https://covers.biblioteca.local/00070.jpg,2,978-0-7454-9904-8,29
71,El Rio de sueno,"La obra explora temas de identidad, perdida y esperanza. Considerada una de las obras mas influyentes de su genero.",https://covers.biblioteca.local/00071.jpg,3,978-0-01-742684-0,39
72,Bosque lejano,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00072.jpg,2,978-1-59332-727-9,4
73,Infinito Fuego,"Un relato profundo sobre las relaciones humanas y el paso del tiempo. Un texto imprescindible para comprender las tensiones de su tiempo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00073.jpg,3,978-1-878339-18-8,39
74,El Fuego sin mar,"Un texto imprescindible para comprender las tensiones de su tiempo. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00074.jpg,3,978-1-191-08839-8,19
75,Jardin antiguo,Un clasico recomendado para lectores de todas las edades. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00075.jpg,2,978-0-587-13971-3,12
76,El Corazon en rio,"El autor construye un mundo lleno de detalles y matices inolvidables. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00076.jpg,3,978-0-7286-7908-5,3
77,Puente invisible,Una reflexion sobre la sociedad contemporanea contada con maestria. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00077.jpg,2,978-1-06-403910-6,23
78,Eterno Mar,"La obra explora temas de identidad, perdida y esperanza. Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria.",https://covers.biblioteca.local/00078.jpg,2,978-1-180-17046-2,35
79,La fuego del cronicas,"Un texto imprescindible para comprender las tensiones de su tiempo. Una trama envolvente que mezcla drama, misterio y superacion personal. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00079.jpg,1,978-0-656-76618-5,9
80,El Legado y el camino,Un viaje narrativo que combina emocion e intriga en cada capitulo. Una historia que atrapa desde la primera pagina. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00080.jpg,2,978-1-128-68230-9,3
81,La espejo sin horizonte,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una historia que atrapa desde la primera pagina. Un viaje narrativo que combina emocion e intriga en cada capitulo.,https://covers.biblioteca.local/00081.jpg,3,978-1-78686-337-9,19
82,La camino tras laberinto,Un relato profundo sobre las relaciones humanas y el paso del tiempo. Una reflexion sobre la sociedad contemporanea contada con maestria. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00082.jpg,3,978-0-431-06903-6,26
83,Horizonte profundo,"Una trama envolvente que mezcla drama, misterio y superacion personal. Un texto imprescindible para comprender las tensiones de su tiempo.",https://covers.biblioteca.local/00083.jpg,2,978-0-19-079030-1,24
84,La rio tras silencio,El autor construye un mundo lleno de detalles y matices inolvidables. Un clasico recomendado para lectores de todas las edades.,https://covers.biblioteca.local/00084.jpg,5,978-1-383-02843-0,12
85,La laberinto de rio,La narracion se despliega entre distintos escenarios y epocas. Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00085.jpg,2,978-1-342-83644-1,29
86,Reino escondido,"Una trama envolvente que mezcla drama, misterio y superacion personal. Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria.",https://covers.biblioteca.local/00086.jpg,2,978-0-687-05685-9,40
87,Sueno oscuro,La narracion se despliega entre distintos escenarios y epocas. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00087.jpg,1,978-1-246-28733-2,26
88,La corazon tras cronicas,"Una historia que atrapa desde la primera pagina. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00088.jpg,1,978-0-7086-6882-5,39
89,Camino perdido,Un viaje narrativo que combina emocion e intriga en cada capitulo. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00089.jpg,4,978-0-435-17518-4,24
90,La horizonte sin camino,"La narracion se despliega entre distintos escenarios y epocas. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00090.jpg,1,978-0-469-90139-1,24
91,La destino de mar,Considerada una de las obras mas influyentes de su genero. Una reflexion sobre la sociedad contemporanea contada con maestria.,https://covers.biblioteca.local/00091.jpg,2,978-1-354-03317-3,26
92,La fuego en secreto,"Una historia que atrapa desde la primera pagina. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00092.jpg,1,978-0-638-54678-1,32
93,Cielo eterno,"Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una trama envolvente que mezcla drama, misterio y superacion personal. Un viaje narrativo que combina emocion e intriga en cada capitulo.",https://covers.biblioteca.local/00093.jpg,5,978-1-4587-7175-9,40
94,La legado y el viaje,"La obra explora temas de identidad, perdida y esperanza. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00094.jpg,4,978-1-56093-204-8,29
95,Escondido Rio,La narracion se despliega entre distintos escenarios y epocas. Una reflexion sobre la sociedad contemporanea contada con maestria. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00095.jpg,1,978-1-235-36937-7,36
96,La espejo del legado,Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00096.jpg,1,978-1-77725-228-1,15
97,El Viaje del secreto,Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00097.jpg,5,978-0-8080-1006-7,37
98,El Rio en horizonte 9,El autor construye un mundo lleno de detalles y matices inolvidables. Un clasico recomendado para lectores de todas las edades. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00098.jpg,2,978-0-12-038750-2,9
99,La fuego de destino,La narracion se despliega entre distintos escenarios y epocas. Considerada una de las obras mas influyentes de su genero. Una reflexion sobre la sociedad contemporanea contada con maestria.,https://covers.biblioteca.local/00099.jpg,4,978-1-00-886008-7,9
100,Perdido Silencio,Un relato profundo sobre las relaciones humanas y el paso del tiempo. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00100.jpg,3,978-1-08-621182-5,10
101,La reino del laberinto,Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00101.jpg,1,978-0-9845461-5-2,19
102,El Sueno del fuego,"La obra explora temas de identidad, perdida y esperanza. La narracion se despliega entre distintos escenarios y epocas. Los personajes enfrentan decisiones que cambiaran su destino para siempre.",https://covers.biblioteca.local/00102.jpg,2,978-1-933410-16-6,40
103,Silencioso Cronicas 7,Una historia que atrapa desde la primera pagina. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00103.jpg,2,978-1-870021-76-0,3
104,La fuego del mar,Un clasico recomendado para lectores de todas las edades. La narracion se despliega entre distintos escenarios y epocas. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00104.jpg,1,978-0-8033-9740-8,32
105,La fuego en umbral,La narracion se despliega entre distintos escenarios y epocas. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00105.jpg,2,978-1-890250-39-3,20
106,Rio oscuro,"Una trama envolvente que mezcla drama, misterio y superacion personal. El autor construye un mundo lleno de detalles y matices inolvidables.",https://covers.biblioteca.local/00106.jpg,1,978-1-142-93968-7,31
107,Viaje profundo,Una reflexion sobre la sociedad contemporanea contada con maestria. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00107.jpg,3,978-1-218-50163-3,23
108,Castillo antiguo,Una reflexion sobre la sociedad contemporanea contada con maestria. Un viaje narrativo que combina emocion e intriga en cada capitulo.,https://covers.biblioteca.local/00108.jpg,1,978-1-9996504-7-6,30
109,El Sueno y el secreto,Un relato profundo sobre las relaciones humanas y el paso del tiempo. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00109.jpg,1,978-0-586-62961-1,19
110,Silencioso Laberinto 7,"La obra explora temas de identidad, perdida y esperanza. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00110.jpg,4,978-0-11-426265-5,33
111,Umbral lejano,Una historia que atrapa desde la primera pagina. Un relato profundo sobre las relaciones humanas y el paso del tiempo. El autor construye un mundo lleno de detalles y matices inolvidables.,https://covers.biblioteca.local/00111.jpg,3,978-0-10-475412-2,33
112,Secreto roto,Una historia que atrapa desde la primera pagina. Un texto imprescindible para comprender las tensiones de su tiempo. Los personajes enfrentan decisiones que cambiaran su destino para siempre.,https://covers.biblioteca.local/00112.jpg,1,978-0-678-88610-6,32
113,Espejo ultimo,"El autor construye un mundo lleno de detalles y matices inolvidables. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00113.jpg,1,978-1-81995-604-7,17
114,La horizonte en camino,Una historia que atrapa desde la primera pagina. Un clasico recomendado para lectores de todas las edades. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00114.jpg,5,978-1-183-98262-8,13
115,La cielo en rio,"Considerada una de las obras mas influyentes de su genero. Una trama envolvente que mezcla drama, misterio y superacion personal. Un texto imprescindible para comprender las tensiones de su tiempo.",https://covers.biblioteca.local/00115.jpg,3,978-1-4472-1264-5,18
116,El Castillo de horizonte,Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00116.jpg,1,978-1-71543-799-2,10
117,Sagrado Horizonte,Una historia que atrapa desde la primera pagina. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00117.jpg,3,978-1-124-06596-0,9
118,La umbral sin destino,Un clasico recomendado para lectores de todas las edades. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00118.jpg,2,978-1-56924-593-4,9
119,La desierto en reino,Un clasico recomendado para lectores de todas las edades. Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un texto imprescindible para comprender las tensiones de su tiempo.,https://covers.biblioteca.local/00119.jpg,2,978-1-265-47935-0,22
120,Legado lejano,Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00120.jpg,1,978-1-65193-982-6,8
121,Mar lejano,"Un clasico recomendado para lectores de todas las edades. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00121.jpg,2,978-1-374-16724-7,17
122,Oscuro Mar,"La obra explora temas de identidad, perdida y esperanza. Considerada una de las obras mas influyentes de su genero. Un clasico recomendado para lectores de todas las edades.",https://covers.biblioteca.local/00122.jpg,1,978-1-266-17979-2,25
123,Dorado Camino,Un viaje narrativo que combina emocion e intriga en cada capitulo. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00123.jpg,2,978-1-80589-113-0,29
124,La silencio del silencio,El autor construye un mundo lleno de detalles y matices inolvidables. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00124.jpg,2,978-0-909656-10-2,40
125,Profundo Cronicas 9,"Una reflexion sobre la sociedad contemporanea contada con maestria. La obra explora temas de identidad, perdida y esperanza. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00125.jpg,1,978-1-388-89937-0,35
126,La cielo en cronicas,"Un clasico recomendado para lectores de todas las edades. Una trama envolvente que mezcla drama, misterio y superacion personal. Un viaje narrativo que combina emocion e intriga en cada capitulo.",https://covers.biblioteca.local/00126.jpg,1,978-1-79825-071-6,16
127,La cielo en secreto,"Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00127.jpg,1,978-1-112-54573-3,21
128,La bosque sin cronicas 8,"Una reflexion sobre la sociedad contemporanea contada con maestria. La obra explora temas de identidad, perdida y esperanza. Los personajes enfrentan decisiones que cambiaran su destino para siempre.",https://covers.biblioteca.local/00128.jpg,1,978-1-71775-140-9,3
129,La legado de puente,"La narracion se despliega entre distintos escenarios y epocas. Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00129.jpg,2,978-0-512-38282-5,14
